Id,CreationDate,QuestionCount,FirstQuestionDate,AnswerCount,FirstAnswerDate,TotalCount,FirstPostDate
313602,10/25/2018 16:39,1,10/25/2018 17:07,1,10/25/2018 18:07,2,10/25/2018 17:07
296496,5/8/2018 15:56,14,5/8/2018 15:59,1,6/2/2018 21:23,15,5/8/2018 15:59
311415,10/5/2018 15:59,0,,24,10/5/2018 15:59,24,10/5/2018 15:59
307001,8/22/2018 0:06,1,8/22/2018 0:14,2,8/23/2018 10:48,3,8/22/2018 0:14
291641,3/27/2018 20:04,4,3/27/2018 20:37,1,3/27/2018 22:04,5,3/27/2018 20:37
286294,2/22/2018 1:03,0,,1,2/22/2018 1:05,1,2/22/2018 1:05
296032,5/4/2018 11:18,1,5/4/2018 11:21,8,5/5/2018 11:07,9,5/4/2018 11:21
282610,1/25/2018 22:09,0,,2,7/26/2018 13:43,2,7/26/2018 13:43
284508,2/8/2018 16:43,1,2/8/2018 16:48,1,2/8/2018 17:45,2,2/8/2018 16:48
301302,6/22/2018 15:37,0,,1,6/22/2018 15:37,1,6/22/2018 15:37
314638,11/3/2018 16:23,3,11/3/2018 16:33,6,11/4/2018 13:27,9,11/3/2018 16:33
295955,5/3/2018 17:41,4,5/3/2018 17:52,2,5/4/2018 18:25,6,5/3/2018 17:52
292998,4/7/2018 18:27,0,,11,4/7/2018 18:31,11,4/7/2018 18:31
295806,5/2/2018 13:41,0,,1,5/2/2018 13:41,1,5/2/2018 13:41
298471,5/25/2018 10:39,1,10/8/2018 10:19,1,10/11/2018 9:50,2,10/8/2018 10:19
314850,11/5/2018 14:59,5,11/5/2018 15:09,1,5/19/2019 8:45,6,11/5/2018 15:09
310828,9/30/2018 11:40,1,9/30/2018 12:49,1,9/30/2018 12:52,2,9/30/2018 12:49
312451,10/15/2018 19:32,2,10/15/2018 19:45,1,2/22/2019 19:56,3,10/15/2018 19:45
285862,2/18/2018 22:19,0,,1,2/18/2018 22:19,1,2/18/2018 22:19
312660,10/17/2018 17:35,5,10/17/2018 18:06,2,10/19/2018 16:25,7,10/17/2018 18:06
287213,3/1/2018 11:56,7,3/1/2018 11:57,1,3/23/2019 10:50,8,3/1/2018 11:57
321365,12/23/2018 3:00,1,12/23/2018 4:46,1,12/25/2018 23:45,2,12/23/2018 4:46
280320,1/7/2018 22:47,0,,1,1/7/2018 23:10,1,1/7/2018 23:10
294183,4/17/2018 20:04,1,4/17/2018 20:43,1,4/22/2018 14:44,2,4/17/2018 20:43
305590,8/7/2018 10:11,1,8/9/2018 8:29,1,8/10/2018 7:32,2,8/9/2018 8:29
318425,12/5/2018 14:46,10,4/5/2019 12:17,4,4/6/2019 12:05,14,4/5/2019 12:17
308146,9/2/2018 18:30,0,,1,9/2/2018 18:37,1,9/2/2018 18:37
317197,11/25/2018 15:15,1,11/25/2018 15:33,1,11/25/2018 15:38,2,11/25/2018 15:33
305690,8/8/2018 9:13,0,,1,8/8/2018 9:14,1,8/8/2018 9:14
301714,6/27/2018 4:58,0,,1,6/27/2018 4:58,1,6/27/2018 4:58
309543,9/17/2018 10:29,1,9/19/2018 14:30,1,9/18/2018 10:10,2,9/18/2018 10:10
315139,11/7/2018 20:10,5,11/7/2018 20:43,2,11/8/2018 17:10,7,11/7/2018 20:43
297592,5/17/2018 14:43,0,,1,5/17/2018 14:43,1,5/17/2018 14:43
310204,9/24/2018 11:51,0,,1,7/26/2019 5:12,1,7/26/2019 5:12
312291,10/14/2018 11:20,0,,9,10/14/2018 11:20,9,10/14/2018 11:20
312368,10/14/2018 23:36,0,,1,10/14/2018 23:39,1,10/14/2018 23:39
321465,12/24/2018 4:36,1,12/24/2018 4:57,1,12/24/2018 12:37,2,12/24/2018 4:57
281717,1/19/2018 10:17,5,1/19/2018 10:36,1,1/22/2018 18:01,6,1/19/2018 10:36
294950,4/24/2018 16:35,10,8/9/2018 13:21,5,8/17/2018 11:33,15,8/9/2018 13:21
302573,7/5/2018 21:40,1,7/5/2018 21:50,1,7/15/2018 1:22,2,7/5/2018 21:50
284565,2/9/2018 6:45,6,2/9/2018 7:49,1,3/1/2018 11:08,7,2/9/2018 7:49
284173,2/6/2018 14:15,0,,5,2/6/2018 14:48,5,2/6/2018 14:48
318992,12/10/2018 12:37,1,12/14/2018 13:26,1,12/17/2018 18:01,2,12/14/2018 13:26
290914,3/22/2018 8:46,0,,2,3/22/2018 8:52,2,3/22/2018 8:52
293808,4/14/2018 13:29,1,4/14/2018 13:45,1,4/14/2018 14:05,2,4/14/2018 13:45
289085,3/15/2018 20:28,0,,2,3/16/2018 20:22,2,3/16/2018 20:22
293330,4/10/2018 17:34,3,4/10/2018 17:38,2,4/12/2018 15:15,5,4/10/2018 17:38
308063,9/1/2018 20:10,3,3/23/2019 21:26,1,7/8/2019 20:14,4,3/23/2019 21:26
280864,1/12/2018 7:50,9,3/31/2018 8:45,1,4/21/2018 14:38,10,3/31/2018 8:45
316161,11/16/2018 15:57,5,6/10/2019 16:28,6,6/10/2019 17:19,11,6/10/2019 16:28
292119,3/31/2018 5:55,0,,1,3/31/2018 5:55,1,3/31/2018 5:55
293639,4/13/2018 5:59,1,4/29/2018 7:39,18,4/13/2018 9:06,19,4/13/2018 9:06
287273,3/1/2018 17:53,26,3/1/2018 18:14,2,11/6/2018 9:06,28,3/1/2018 18:14
286254,2/21/2018 17:34,0,,1,2/21/2018 17:39,1,2/21/2018 17:39
318694,12/7/2018 15:55,0,,1,12/7/2018 15:55,1,12/7/2018 15:55
322109,12/31/2018 11:40,1,12/31/2018 11:48,2,12/31/2018 19:10,3,12/31/2018 11:48
297140,5/14/2018 13:56,0,,3,10/26/2018 17:58,3,10/26/2018 17:58
305773,8/8/2018 20:37,2,8/8/2018 20:41,1,8/12/2018 17:11,3,8/8/2018 20:41
314890,11/5/2018 23:26,0,,1,11/5/2018 23:29,1,11/5/2018 23:29
322052,12/30/2018 8:50,1,12/30/2018 8:50,1,12/30/2018 8:57,2,12/30/2018 8:50
321883,12/27/2018 22:56,0,,29,1/22/2019 19:27,29,1/22/2019 19:27
284883,2/11/2018 17:21,4,2/11/2018 17:27,3,2/11/2018 18:05,7,2/11/2018 17:27
318966,12/10/2018 7:43,1,9/18/2019 10:10,13,12/10/2018 7:53,14,12/10/2018 7:53
317346,11/26/2018 18:10,0,,1,11/26/2018 18:19,1,11/26/2018 18:19
282427,1/24/2018 17:25,0,,1,3/22/2018 17:05,1,3/22/2018 17:05
301671,6/26/2018 14:57,0,,1,6/26/2018 15:00,1,6/26/2018 15:00
318368,12/5/2018 7:06,10,12/5/2018 7:18,3,2/12/2019 11:32,13,12/5/2018 7:18
299799,6/6/2018 21:13,4,3/6/2019 15:07,1,8/1/2019 18:02,5,3/6/2019 15:07
294309,4/18/2018 19:29,0,,1,4/18/2018 19:29,1,4/18/2018 19:29
282842,1/27/2018 18:04,16,1/28/2018 1:15,1,3/13/2018 12:18,17,1/28/2018 1:15
292829,4/6/2018 4:39,0,,2,4/6/2018 4:43,2,4/6/2018 4:43
291578,3/27/2018 13:22,1,11/4/2018 9:27,1,11/13/2018 9:40,2,11/4/2018 9:27
315766,11/13/2018 13:59,0,,1,11/13/2018 14:10,1,11/13/2018 14:10
304127,7/22/2018 12:01,16,7/22/2018 12:01,1,3/11/2019 13:34,17,7/22/2018 12:01
307376,8/25/2018 20:49,1,11/12/2018 11:22,1,8/29/2018 11:25,2,8/29/2018 11:25
317432,11/27/2018 12:58,0,,1,11/27/2018 12:58,1,11/27/2018 12:58
301010,6/19/2018 17:18,0,,1,6/19/2018 17:18,1,6/19/2018 17:18
311289,10/4/2018 13:43,0,,2,10/4/2018 13:54,2,10/4/2018 13:54
295368,4/28/2018 3:24,0,,1,10/10/2018 1:01,1,10/10/2018 1:01
294432,4/19/2018 18:39,0,,1,4/19/2018 18:39,1,4/19/2018 18:39
300818,6/17/2018 22:01,0,,1,11/26/2018 22:01,1,11/26/2018 22:01
287147,2/28/2018 21:57,12,2/28/2018 22:07,1,3/6/2018 7:54,13,2/28/2018 22:07
302739,7/8/2018 6:42,0,,1,7/8/2018 6:42,1,7/8/2018 6:42
280346,1/8/2018 10:33,9,1/8/2018 11:05,1,1/16/2018 17:07,10,1/8/2018 11:05
286795,2/26/2018 11:09,0,,1,2/26/2018 11:10,1,2/26/2018 11:10
293373,4/11/2018 7:15,1,4/11/2018 7:32,1,4/17/2018 22:43,2,4/11/2018 7:32
314123,10/30/2018 12:18,0,,1,10/30/2018 12:20,1,10/30/2018 12:20
294684,4/22/2018 12:13,54,4/22/2018 12:24,12,5/13/2018 3:51,66,4/22/2018 12:24
291767,3/28/2018 16:49,12,3/28/2018 17:01,8,4/11/2018 13:24,20,3/28/2018 17:01
286881,2/26/2018 22:47,2,3/26/2018 21:15,1,4/8/2018 22:28,3,3/26/2018 21:15
309434,9/16/2018 7:54,5,10/14/2018 15:49,1,1/20/2019 9:19,6,10/14/2018 15:49
302633,7/6/2018 13:28,5,7/6/2018 13:40,1,11/17/2018 11:13,6,7/6/2018 13:40
281339,1/16/2018 13:02,22,1/16/2018 13:08,2,3/27/2018 14:56,24,1/16/2018 13:08
298614,5/26/2018 16:50,1,5/26/2018 17:14,1,5/27/2018 9:25,2,5/26/2018 17:14
314097,10/30/2018 9:20,6,1/26/2019 16:46,3,2/17/2019 8:01,9,1/26/2019 16:46
290834,3/21/2018 15:39,6,7/7/2018 11:45,11,7/7/2018 13:40,17,7/7/2018 11:45
293390,4/11/2018 9:45,0,,7,4/11/2018 10:13,7,4/11/2018 10:13
306125,8/12/2018 23:12,2,8/15/2018 19:47,8,8/15/2018 19:17,10,8/15/2018 19:17
295789,5/2/2018 12:22,0,,1,12/5/2018 14:57,1,12/5/2018 14:57
296330,5/7/2018 10:44,1,5/7/2018 10:48,1,5/8/2018 10:17,2,5/7/2018 10:48
280180,1/6/2018 12:00,1,1/6/2018 12:02,1,1/8/2018 23:55,2,1/6/2018 12:02
290373,3/18/2018 12:09,1,3/27/2018 13:13,1,3/18/2018 12:27,2,3/18/2018 12:27
285653,2/17/2018 7:17,0,,8,2/23/2018 13:44,8,2/23/2018 13:44
294017,4/16/2018 14:24,1,4/16/2018 14:32,2,4/16/2018 18:41,3,4/16/2018 14:32
280572,1/10/2018 0:20,1,1/10/2018 0:32,1,1/10/2018 2:12,2,1/10/2018 0:32
298863,5/29/2018 7:49,69,5/29/2018 7:52,21,6/2/2018 10:45,90,5/29/2018 7:52
294332,4/19/2018 5:59,5,4/19/2018 6:17,1,4/26/2018 13:12,6,4/19/2018 6:17
299490,6/4/2018 9:49,1,8/3/2018 9:01,1,8/3/2018 9:21,2,8/3/2018 9:01
300008,6/8/2018 21:00,0,,1,6/8/2018 21:00,1,6/8/2018 21:00
295594,4/30/2018 14:56,0,,1,4/30/2018 14:56,1,4/30/2018 14:56
306978,8/21/2018 17:26,0,,1,8/21/2018 17:28,1,8/21/2018 17:28
308123,9/2/2018 14:38,2,9/16/2018 12:08,1,5/26/2019 17:23,3,9/16/2018 12:08
306649,8/18/2018 3:52,6,8/18/2018 3:52,1,12/9/2018 15:38,7,8/18/2018 3:52
287190,3/1/2018 10:00,57,3/1/2018 10:19,10,3/1/2018 21:32,67,3/1/2018 10:19
311355,10/5/2018 7:25,0,,1,10/5/2018 7:42,1,10/5/2018 7:42
311432,10/5/2018 17:31,2,10/5/2018 17:39,1,10/5/2018 18:58,3,10/5/2018 17:39
296931,5/12/2018 18:31,0,,1,5/12/2018 18:52,1,5/12/2018 18:52
292663,4/4/2018 16:03,0,,1,4/4/2018 17:37,1,4/4/2018 17:37
306918,8/21/2018 8:44,3,8/21/2018 9:24,2,9/1/2018 11:27,5,8/21/2018 9:24
283360,1/31/2018 17:08,2,2/6/2018 16:25,2,2/3/2018 14:13,4,2/3/2018 14:13
293891,4/15/2018 12:51,0,,1,5/5/2018 21:25,1,5/5/2018 21:25
298159,5/22/2018 14:32,13,5/23/2018 11:43,65,5/25/2018 23:12,78,5/23/2018 11:43
310227,9/24/2018 15:04,2,9/24/2018 15:17,1,9/30/2018 18:56,3,9/24/2018 15:17
283420,2/1/2018 7:52,0,,1,2/1/2018 7:53,1,2/1/2018 7:53
300469,6/13/2018 21:02,2,6/13/2018 21:06,1,6/18/2018 18:27,3,6/13/2018 21:06
283297,1/31/2018 10:11,0,,1,1/31/2018 10:11,1,1/31/2018 10:11
306666,8/18/2018 10:17,24,8/18/2018 10:37,1,1/27/2019 14:34,25,8/18/2018 10:37
302006,6/29/2018 17:43,2,6/29/2018 17:51,1,7/11/2018 12:07,3,6/29/2018 17:51
295305,4/27/2018 12:25,2,7/16/2018 8:54,2,7/16/2018 11:08,4,7/16/2018 8:54
311438,10/5/2018 18:47,16,10/5/2018 20:29,4,5/20/2019 16:32,20,10/5/2018 20:29
306835,8/20/2018 10:53,1,8/20/2018 13:24,1,8/20/2018 18:48,2,8/20/2018 13:24
301053,6/20/2018 8:56,1,6/20/2018 9:07,1,6/20/2018 11:17,2,6/20/2018 9:07
312892,10/19/2018 19:54,0,,1,10/19/2018 20:04,1,10/19/2018 20:04
302613,7/6/2018 11:06,1,7/13/2018 20:02,2,7/13/2018 21:06,3,7/13/2018 20:02
287499,3/3/2018 13:07,3,3/3/2018 13:13,1,3/11/2018 9:17,4,3/3/2018 13:13
295471,4/29/2018 8:08,0,,1,4/29/2018 8:25,1,4/29/2018 8:25
282026,1/21/2018 21:12,1,1/21/2018 21:33,2,1/21/2018 21:31,3,1/21/2018 21:31
297927,5/20/2018 17:39,19,5/20/2018 18:04,1,5/25/2018 15:10,20,5/20/2018 18:04
291418,3/26/2018 12:50,1,3/26/2018 13:38,2,3/26/2018 12:50,3,3/26/2018 12:50
297432,5/16/2018 13:32,0,,1,5/16/2018 13:32,1,5/16/2018 13:32
299347,6/2/2018 17:00,6,6/2/2018 17:08,3,8/2/2018 9:17,9,6/2/2018 17:08
300034,6/9/2018 10:04,20,6/9/2018 10:05,10,6/15/2018 5:41,30,6/9/2018 10:05
318242,12/4/2018 9:05,2,12/4/2018 9:22,2,12/4/2018 19:06,4,12/4/2018 9:22
293725,4/13/2018 16:20,0,,7,10/7/2018 10:30,7,10/7/2018 10:30
306317,8/14/2018 16:29,0,,2,8/14/2018 16:53,2,8/14/2018 16:53
313287,10/23/2018 12:04,0,,1,10/23/2018 21:20,1,10/23/2018 21:20
312517,10/16/2018 13:22,8,10/16/2018 13:30,4,2/22/2019 22:47,12,10/16/2018 13:30
305046,8/1/2018 10:07,0,,2,8/1/2018 10:59,2,8/1/2018 10:59
312039,10/11/2018 18:05,5,10/11/2018 18:24,1,10/13/2018 15:07,6,10/11/2018 18:24
315975,11/15/2018 3:50,5,11/25/2018 17:00,1,2/4/2019 6:55,6,11/25/2018 17:00
280160,1/6/2018 2:54,0,,1,1/6/2018 3:31,1,1/6/2018 3:31
290831,3/21/2018 15:17,0,,1,3/21/2018 15:18,1,3/21/2018 15:18
301196,6/21/2018 16:20,1,6/21/2018 16:33,1,6/22/2018 3:13,2,6/21/2018 16:33
294100,4/17/2018 10:17,0,,1,5/24/2019 19:40,1,5/24/2019 19:40
321906,12/28/2018 8:42,1,12/28/2018 8:42,1,12/28/2018 8:54,2,12/28/2018 8:42
310599,9/27/2018 19:21,0,,1,9/27/2018 19:21,1,9/27/2018 19:21
289251,3/17/2018 10:04,2,3/17/2018 16:55,1,3/17/2018 10:12,3,3/17/2018 10:12
316556,11/20/2018 9:59,2,11/20/2018 10:22,2,11/20/2018 10:31,4,11/20/2018 10:22
321714,12/26/2018 10:23,0,,1,12/26/2018 10:25,1,12/26/2018 10:25
311896,10/10/2018 13:57,0,,1,10/10/2018 13:57,1,10/10/2018 13:57
294824,4/23/2018 17:51,6,4/24/2018 11:41,1,5/21/2018 17:35,7,4/24/2018 11:41
306277,8/14/2018 11:03,2,8/14/2018 11:03,3,8/14/2018 12:02,5,8/14/2018 11:03
311558,10/7/2018 10:36,6,10/7/2018 10:44,1,12/26/2018 15:27,7,10/7/2018 10:44
280323,1/8/2018 1:33,9,1/8/2018 1:37,1,7/17/2019 21:33,10,1/8/2018 1:37
312932,10/20/2018 9:46,13,10/20/2018 9:47,2,11/17/2018 18:47,15,10/20/2018 9:47
288415,3/11/2018 7:16,0,,1,5/6/2018 19:17,1,5/6/2018 19:17
290871,3/21/2018 19:37,0,,1,3/21/2018 20:01,1,3/21/2018 20:01
309394,9/15/2018 15:57,0,,1,9/15/2018 15:57,1,9/15/2018 15:57
299968,6/8/2018 14:30,14,6/8/2018 14:37,4,12/7/2018 8:52,18,6/8/2018 14:37
287170,3/1/2018 7:52,10,3/1/2018 8:06,1,7/24/2018 10:29,11,3/1/2018 8:06
284485,2/8/2018 14:23,2,3/15/2018 12:53,1,2/8/2018 14:24,3,2/8/2018 14:24
285481,2/15/2018 18:31,11,2/15/2018 18:36,1,2/16/2018 7:12,12,2/15/2018 18:36
291146,3/23/2018 20:07,0,,1,3/23/2018 20:07,1,3/23/2018 20:07
317286,11/26/2018 9:41,14,11/26/2018 9:55,1,5/29/2019 10:31,15,11/26/2018 9:55
305209,8/2/2018 19:32,1,8/2/2018 19:46,1,10/3/2018 20:43,2,8/2/2018 19:46
287210,3/1/2018 11:32,0,,1,3/1/2018 11:40,1,3/1/2018 11:40
316616,11/20/2018 17:12,0,,1,11/20/2018 17:12,1,11/20/2018 17:12
318236,12/4/2018 8:07,2,12/24/2018 3:40,1,6/21/2019 6:45,3,12/24/2018 3:40
303589,7/16/2018 20:20,0,,67,8/5/2018 12:22,67,8/5/2018 12:22
298869,5/29/2018 9:09,1,5/29/2018 9:16,1,5/29/2018 10:52,2,5/29/2018 9:16
319341,12/13/2018 10:38,1,12/13/2018 10:42,1,12/13/2018 13:47,2,12/13/2018 10:42
311183,10/3/2018 13:45,0,,1,10/3/2018 13:45,1,10/3/2018 13:45
294847,4/23/2018 21:17,65,4/26/2018 18:06,59,4/30/2018 20:52,124,4/26/2018 18:06
297555,5/17/2018 11:02,7,10/12/2018 11:37,1,5/17/2018 11:10,8,5/17/2018 11:10
298073,5/21/2018 21:23,0,,1,5/21/2018 21:53,1,5/21/2018 21:53
302487,7/5/2018 8:52,2,7/7/2018 10:40,1,7/31/2018 21:04,3,7/7/2018 10:40
293287,4/10/2018 12:14,29,4/13/2018 13:28,72,4/10/2018 13:42,107,4/10/2018 13:42
283400,2/1/2018 2:22,25,2/10/2018 10:49,5,2/24/2018 13:10,30,2/10/2018 10:49
307565,8/27/2018 21:34,0,,1,3/22/2019 12:50,1,3/22/2019 12:50
292849,4/6/2018 7:53,45,4/6/2018 10:19,12,4/9/2018 8:26,57,4/6/2018 10:19
301113,6/20/2018 18:57,0,,1,6/20/2018 19:11,1,6/20/2018 19:11
292182,3/31/2018 16:00,3,3/31/2018 16:09,1,3/31/2018 16:14,4,3/31/2018 16:09
285212,2/13/2018 17:22,0,,3,2/20/2018 11:48,3,2/20/2018 11:48
302069,6/30/2018 18:21,15,7/1/2018 16:25,2,7/1/2018 21:49,17,7/1/2018 16:25
314804,11/5/2018 9:01,0,,1,11/5/2018 9:01,1,11/5/2018 9:01
307150,8/23/2018 11:13,2,1/2/2019 11:58,1,1/2/2019 15:30,3,1/2/2019 11:58
282172,1/22/2018 20:57,3,1/22/2018 22:11,1,2/7/2019 19:56,4,1/22/2018 22:11
279739,1/1/2018 13:28,4,1/1/2018 13:35,1,4/22/2018 20:03,5,1/1/2018 13:35
304233,7/23/2018 14:36,1,7/23/2018 14:41,1,7/24/2018 14:30,2,7/23/2018 14:41
317117,11/24/2018 18:38,7,11/24/2018 18:58,3,11/24/2018 19:22,10,11/24/2018 18:58
308727,9/8/2018 17:28,2,1/31/2019 10:43,3,9/8/2018 17:28,5,9/8/2018 17:28
302776,7/8/2018 13:14,14,7/9/2018 6:44,2,8/10/2018 19:12,16,7/9/2018 6:44
314160,10/30/2018 17:44,1,12/3/2018 22:06,1,12/4/2018 6:55,2,12/3/2018 22:06
291916,3/29/2018 15:05,2,3/29/2018 15:28,1,3/29/2018 20:34,3,3/29/2018 15:28
313659,10/26/2018 9:20,4,10/26/2018 9:23,1,6/5/2019 7:53,5,10/26/2018 9:23
309331,9/14/2018 19:13,0,,1,9/14/2018 19:17,1,9/14/2018 19:17
283692,2/3/2018 2:26,0,,1,2/3/2018 2:41,1,2/3/2018 2:41
283174,1/30/2018 13:23,19,1/30/2018 13:37,4,9/22/2018 17:40,23,1/30/2018 13:37
293061,4/8/2018 13:04,3,4/9/2018 14:43,19,4/8/2018 13:37,22,4/8/2018 13:37
305653,8/7/2018 18:40,0,,1,8/7/2018 18:40,1,8/7/2018 18:40
307731,8/29/2018 12:42,2,8/29/2018 12:42,1,9/12/2018 10:59,3,8/29/2018 12:42
281402,1/16/2018 22:38,0,,2,1/17/2018 11:27,2,1/17/2018 11:27
321296,12/22/2018 11:59,0,,5,12/22/2018 12:08,5,12/22/2018 12:08
294429,4/19/2018 18:17,1,4/19/2018 18:25,1,4/19/2018 18:27,2,4/19/2018 18:25
302696,7/7/2018 12:31,61,7/7/2018 12:35,2,7/23/2018 9:37,63,7/7/2018 12:35
316759,11/21/2018 17:56,1,9/2/2019 13:13,1,9/2/2019 10:25,2,9/2/2019 10:25
299135,5/31/2018 16:58,10,5/31/2018 17:16,163,11/12/2018 7:13,174,5/31/2018 17:16
301030,6/20/2018 2:22,0,,2,6/22/2018 3:59,2,6/22/2018 3:59
289248,3/17/2018 9:10,0,,1,3/17/2018 9:14,1,3/17/2018 9:14
283191,1/30/2018 14:37,1,5/3/2019 10:30,1,4/15/2019 14:37,2,4/15/2019 14:37
315079,11/7/2018 11:49,4,11/7/2018 12:07,1,6/18/2019 13:52,5,11/7/2018 12:07
304883,7/30/2018 19:47,0,,1,7/30/2018 19:52,1,7/30/2018 19:52
283466,2/1/2018 13:22,2,2/26/2018 9:49,1,2/5/2018 15:45,3,2/5/2018 15:45
314578,11/3/2018 5:24,0,,1,11/3/2018 5:24,1,11/3/2018 5:24
281946,1/21/2018 9:19,1,4/21/2018 13:40,3,1/21/2018 9:28,4,1/21/2018 9:28
301943,6/29/2018 8:37,9,6/29/2018 8:52,4,11/29/2018 19:19,13,6/29/2018 8:52
284694,2/9/2018 23:25,1,2/10/2018 0:08,1,2/10/2018 18:27,2,2/10/2018 0:08
280758,1/11/2018 11:56,0,,1,1/11/2018 12:00,1,1/11/2018 12:00
311226,10/3/2018 19:57,11,10/3/2018 20:12,1,11/25/2018 20:53,12,10/3/2018 20:12
314143,10/30/2018 14:54,4,10/30/2018 14:55,2,10/30/2018 18:48,6,10/30/2018 14:55
295474,4/29/2018 9:13,3,4/29/2018 10:34,1,5/7/2018 12:26,4,4/29/2018 10:34
285607,2/16/2018 17:03,16,2/16/2018 17:06,2,3/5/2018 11:35,18,2/16/2018 17:06
312998,10/20/2018 21:10,1,10/20/2018 21:30,1,10/24/2018 22:34,2,10/20/2018 21:30
296078,5/4/2018 18:14,3,5/4/2018 18:37,1,5/8/2018 10:43,4,5/4/2018 18:37
290668,3/20/2018 13:52,6,3/20/2018 15:15,180,3/20/2018 16:12,186,3/20/2018 15:15
288504,3/11/2018 19:53,20,3/12/2018 1:10,1,1/22/2019 7:24,21,3/12/2018 1:10
294996,4/25/2018 5:55,0,,1,4/25/2018 5:55,1,4/25/2018 5:55
301823,6/28/2018 7:11,18,8/11/2018 11:22,12,10/10/2018 6:03,30,8/11/2018 11:22
284133,2/6/2018 10:09,1,2/6/2018 10:19,1,5/11/2018 14:43,2,2/6/2018 10:19
305358,8/4/2018 15:34,1,8/4/2018 16:05,1,8/5/2018 15:32,2,8/4/2018 16:05
298365,5/24/2018 10:38,0,,1,5/30/2018 17:28,1,5/30/2018 17:28
299988,6/8/2018 17:37,1,6/8/2018 17:37,1,6/8/2018 17:51,2,6/8/2018 17:37
297724,5/18/2018 15:45,0,,1,5/18/2018 15:46,1,5/18/2018 15:46
287837,3/6/2018 5:45,0,,30,3/6/2018 6:08,30,3/6/2018 6:08
