Id,CreationDate,QuestionCount,FirstQuestionDate,AnswerCount,FirstAnswerDate,TotalCount,FirstPostDate
"7367300","2017-01-03 00:39:21","1","2017-01-03 00:47:38","0","","1","2017-01-03 00:47:38"
"7367400","2017-01-03 01:41:57","0","","0","","0",""
"7367500","2017-01-03 02:29:18","0","","0","","0",""
"7367600","2017-01-03 03:16:37","0","","0","","0",""
"7367700","2017-01-03 04:09:40","0","","1","2017-01-03 04:09:40","1","2017-01-03 04:09:40"
"7367800","2017-01-03 04:55:54","0","","0","","0",""
"7367900","2017-01-03 05:34:46","0","","0","","0",""
"7368000","2017-01-03 06:14:48","1","2017-01-03 06:30:15","0","","1","2017-01-03 06:30:15"
"7368100","2017-01-03 06:44:50","0","","0","","0",""
"7368200","2017-01-03 07:17:11","0","","0","","0",""
"7368300","2017-01-03 07:46:59","0","","0","","0",""
"7368400","2017-01-03 08:15:43","0","","0","","0",""
"7368500","2017-01-03 08:40:41","0","","0","","0",""
"7368600","2017-01-03 09:07:51","0","","0","","0",""
"7368700","2017-01-03 09:29:24","2","2017-01-03 10:18:10","0","","2","2017-01-03 10:18:10"
"7368800","2017-01-03 09:51:24","0","","0","","0",""
"7368900","2017-01-03 10:17:50","0","","0","","0",""
"7369000","2017-01-03 10:39:46","0","","0","","0",""
"7369100","2017-01-03 11:04:23","1","2017-01-03 11:19:29","1","2018-12-26 11:59:37","2","2017-01-03 11:19:29"
"7369200","2017-01-03 11:36:03","0","","0","","0",""
"7369400","2017-01-03 12:28:20","0","","0","","0",""
"7369500","2017-01-03 12:54:10","0","","0","","0",""
"7369600","2017-01-03 13:20:32","0","","0","","0",""
"7369700","2017-01-03 13:46:20","0","","0","","0",""
"7369800","2017-01-03 14:14:33","0","","0","","0",""
"7369900","2017-01-03 14:36:46","0","","0","","0",""
"7370000","2017-01-03 14:56:25","1","2017-07-05 12:27:28","0","","1","2017-07-05 12:27:28"
"7370100","2017-01-03 15:21:05","3","2017-01-10 08:51:50","1","2017-01-10 10:28:48","4","2017-01-10 08:51:50"
"7370200","2017-01-03 15:49:43","2","2017-01-03 15:56:08","0","","2","2017-01-03 15:56:08"
"7370300","2017-01-03 16:13:12","0","","0","","0",""
"7370400","2017-01-03 16:35:31","1","2017-01-03 16:59:02","1","2017-01-04 17:52:02","2","2017-01-03 16:59:02"
"7370500","2017-01-03 16:56:35","0","","0","","0",""
"7370600","2017-01-03 17:20:09","0","","0","","0",""
"7370700","2017-01-03 17:47:51","0","","0","","0",""
"7370800","2017-01-03 18:18:59","1","2017-01-05 17:13:25","0","","1","2017-01-05 17:13:25"
"7370900","2017-01-03 18:43:25","0","","0","","0",""
"7371000","2017-01-03 19:16:21","0","","0","","0",""
"7371100","2017-01-03 19:48:55","0","","0","","0",""
"7371200","2017-01-03 20:24:03","0","","0","","0",""
"7371300","2017-01-03 21:00:53","0","","0","","0",""
"7371400","2017-01-03 21:38:38","1","2017-01-05 16:52:54","0","","1","2017-01-05 16:52:54"
"7371500","2017-01-03 22:15:02","0","","0","","0",""
"7371600","2017-01-03 22:42:42","0","","1","2017-01-03 22:52:39","1","2017-01-03 22:52:39"
"7371700","2017-01-03 23:23:27","0","","0","","0",""
"7371800","2017-01-04 00:17:35","0","","0","","0",""
"7371900","2017-01-04 01:11:33","0","","0","","0",""
"7372000","2017-01-04 01:50:03","0","","0","","0",""
"7372100","2017-01-04 02:32:11","0","","0","","0",""
"7372200","2017-01-04 03:16:53","0","","0","","0",""
"7372300","2017-01-04 03:59:38","3","2017-04-22 08:23:08","0","","3","2017-04-22 08:23:08"
"7372400","2017-01-04 04:37:54","3","2017-10-05 19:18:37","4","2018-02-22 09:45:41","7","2017-10-05 19:18:37"
"7372500","2017-01-04 05:23:51","1","2017-01-04 05:36:23","0","","1","2017-01-04 05:36:23"
"7372600","2017-01-04 05:53:11","0","","0","","0",""
"7372700","2017-01-04 06:24:49","0","","0","","0",""
"7372800","2017-01-04 06:53:04","2","2018-08-24 10:05:36","4","2017-01-04 07:47:18","6","2017-01-04 07:47:18"
"7372900","2017-01-04 07:21:23","0","","0","","0",""
"7373000","2017-01-04 07:48:41","0","","0","","0",""
"7373100","2017-01-04 08:11:24","0","","0","","0",""
"7373200","2017-01-04 08:40:34","0","","0","","0",""
"7373300","2017-01-04 09:05:08","0","","0","","0",""
"7373400","2017-01-04 09:31:55","0","","0","","0",""
"7373500","2017-01-04 09:56:13","7","2017-01-04 09:56:20","0","","7","2017-01-04 09:56:20"
"7373600","2017-01-04 10:13:09","0","","0","","0",""
"7373700","2017-01-04 10:40:08","1","2019-06-30 21:11:48","0","","1","2019-06-30 21:11:48"
"7373800","2017-01-04 11:03:41","0","","0","","0",""
"7373900","2017-01-04 11:26:25","0","","0","","0",""
"7374000","2017-01-04 11:49:44","0","","0","","0",""
"7374100","2017-01-04 12:15:32","0","","0","","0",""
"7374200","2017-01-04 12:38:42","1","2017-01-04 12:53:54","0","","1","2017-01-04 12:53:54"
"7374300","2017-01-04 13:03:31","0","","0","","0",""
"7374500","2017-01-04 13:48:21","0","","0","","0",""
"7374600","2017-01-04 14:13:53","1","2017-01-04 14:33:23","1","2017-01-09 09:35:16","2","2017-01-04 14:33:23"
"7374700","2017-01-04 14:35:49","0","","0","","0",""
"7374800","2017-01-04 14:58:43","0","","0","","0",""
"7374900","2017-01-04 15:18:11","0","","0","","0",""
"7375000","2017-01-04 15:36:54","2","2017-01-24 18:13:57","0","","2","2017-01-24 18:13:57"
"7375100","2017-01-04 15:58:33","0","","0","","0",""
"7375200","2017-01-04 16:23:27","0","","0","","0",""
"7375300","2017-01-04 16:44:01","0","","0","","0",""
"7375400","2017-01-04 17:05:55","0","","0","","0",""
"7375500","2017-01-04 17:33:16","0","","0","","0",""
"7375600","2017-01-04 17:57:40","1","2017-01-04 18:18:00","1","2017-01-23 13:56:15","2","2017-01-04 18:18:00"
"7375800","2017-01-04 18:46:37","0","","0","","0",""
"7375900","2017-01-04 19:16:52","0","","0","","0",""
"7376000","2017-01-04 19:37:34","0","","0","","0",""
"7376100","2017-01-04 20:08:34","1","2017-01-06 10:17:11","1","2017-01-23 08:52:10","2","2017-01-06 10:17:11"
"7376200","2017-01-04 20:44:03","0","","0","","0",""
"7376300","2017-01-04 21:13:58","1","2017-01-04 23:03:03","0","","1","2017-01-04 23:03:03"
"7376400","2017-01-04 21:46:04","0","","0","","0",""
"7376500","2017-01-04 22:21:24","2","2017-01-04 22:56:07","0","","2","2017-01-04 22:56:07"
"7376600","2017-01-04 22:57:15","0","","2","2017-02-25 20:27:24","2","2017-02-25 20:27:24"
"7376700","2017-01-04 23:45:14","0","","0","","0",""
"7376800","2017-01-05 00:28:56","0","","0","","0",""
"7376900","2017-01-05 01:13:31","12","2017-01-05 02:00:47","2","2017-08-05 17:16:13","14","2017-01-05 02:00:47"
"7377000","2017-01-05 02:03:15","0","","0","","0",""
"7377100","2017-01-05 02:52:24","0","","0","","0",""
"7377200","2017-01-05 03:40:00","0","","0","","0",""
"7377300","2017-01-05 04:28:15","0","","0","","0",""
"7377400","2017-01-05 05:07:10","0","","1","2017-01-05 05:39:51","1","2017-01-05 05:39:51"
"7377500","2017-01-05 05:38:13","1","2017-01-05 05:58:26","0","","1","2017-01-05 05:58:26"
"7377600","2017-01-05 06:05:03","0","","0","","0",""
"7377700","2017-01-05 06:33:23","3","2018-03-26 14:25:36","0","","3","2018-03-26 14:25:36"
"7377800","2017-01-05 06:58:11","0","","0","","0",""
"7377900","2017-01-05 07:22:56","0","","0","","0",""
"7378000","2017-01-05 07:46:08","0","","0","","0",""
"7378200","2017-01-05 08:37:35","0","","0","","0",""
"7378300","2017-01-05 09:03:58","0","","0","","0",""
"7378400","2017-01-05 09:27:36","3","2017-01-05 09:36:44","0","","3","2017-01-05 09:36:44"
"7378500","2017-01-05 09:49:31","2","2017-01-05 09:54:36","0","","2","2017-01-05 09:54:36"
"7378600","2017-01-05 10:17:28","0","","0","","0",""
"7378700","2017-01-05 10:39:10","0","","0","","0",""
"7378800","2017-01-05 11:03:37","0","","2","2017-01-05 11:10:18","2","2017-01-05 11:10:18"
"7378900","2017-01-05 11:25:42","0","","0","","0",""
"7379000","2017-01-05 11:51:35","6","2017-08-31 12:26:52","10","2017-09-13 09:00:32","16","2017-08-31 12:26:52"
"7379100","2017-01-05 12:14:06","0","","0","","0",""
"7379200","2017-01-05 12:38:31","0","","0","","0",""
"7379300","2017-01-05 13:03:49","0","","0","","0",""
"7379400","2017-01-05 13:26:05","11","2017-02-08 21:02:02","0","","11","2017-02-08 21:02:02"
"7379500","2017-01-05 13:48:24","2","2017-04-21 10:48:33","0","","2","2017-04-21 10:48:33"
"7379600","2017-01-05 14:08:09","0","","0","","0",""
"7379700","2017-01-05 14:31:33","0","","0","","0",""
"7379800","2017-01-05 14:53:44","0","","1","2017-01-05 14:55:22","1","2017-01-05 14:55:22"
"7379900","2017-01-05 15:10:17","0","","0","","0",""
"7380000","2017-01-05 15:32:56","0","","0","","0",""
"7380100","2017-01-05 15:51:50","3","2017-01-19 19:23:13","0","","3","2017-01-19 19:23:13"
"7380200","2017-01-05 16:12:22","0","","0","","0",""
"7380300","2017-01-05 16:34:10","1","2018-01-17 05:01:00","0","","1","2018-01-17 05:01:00"
"7380400","2017-01-05 16:55:38","0","","0","","0",""
"7380500","2017-01-05 17:20:38","0","","1","2017-01-05 17:20:38","1","2017-01-05 17:20:38"
"7380600","2017-01-05 17:44:35","0","","0","","0",""
"7380700","2017-01-05 18:10:29","21","2017-01-13 20:06:08","3","2017-01-13 20:21:36","24","2017-01-13 20:06:08"
"7380800","2017-01-05 18:38:03","0","","0","","0",""
"7380900","2017-01-05 19:02:27","1","2017-01-05 21:33:42","0","","1","2017-01-05 21:33:42"
"7381000","2017-01-05 19:33:24","0","","1","2017-01-05 19:33:24","1","2017-01-05 19:33:24"
"7381100","2017-01-05 20:00:00","0","","0","","0",""
"7381200","2017-01-05 20:29:38","0","","1","2017-01-05 20:41:07","1","2017-01-05 20:41:07"
"7381300","2017-01-05 20:55:34","0","","0","","0",""
"7381400","2017-01-05 21:29:46","0","","0","","0",""
"7381500","2017-01-05 22:08:36","0","","0","","0",""
"7381600","2017-01-05 22:47:56","0","","0","","0",""
"7381700","2017-01-05 23:30:25","0","","0","","0",""
"7381800","2017-01-06 00:21:23","0","","0","","0",""
"7381900","2017-01-06 01:11:21","0","","0","","0",""
"7382000","2017-01-06 01:54:14","0","","0","","0",""
"7382100","2017-01-06 02:36:33","0","","0","","0",""
"7382200","2017-01-06 03:13:33","0","","0","","0",""
"7382300","2017-01-06 04:01:09","0","","0","","0",""
"7382400","2017-01-06 04:50:15","0","","0","","0",""
"7382500","2017-01-06 05:26:57","0","","0","","0",""
"7382600","2017-01-06 05:57:12","6","2017-02-13 11:50:32","0","","6","2017-02-13 11:50:32"
"7382700","2017-01-06 06:32:50","1","2017-02-14 03:14:06","1","2017-02-15 01:38:38","2","2017-02-14 03:14:06"
"7382800","2017-01-06 07:01:56","0","","0","","0",""
"7382900","2017-01-06 07:31:45","0","","0","","0",""
"7383000","2017-01-06 07:57:33","0","","0","","0",""
"7383100","2017-01-06 08:31:48","0","","0","","0",""
"7383200","2017-01-06 09:05:12","0","","0","","0",""
"7383300","2017-01-06 09:33:27","0","","0","","0",""
"7383400","2017-01-06 09:59:34","0","","0","","0",""
"7383500","2017-01-06 10:23:23","0","","0","","0",""
"7383600","2017-01-06 10:49:52","2","2017-01-06 10:53:52","0","","2","2017-01-06 10:53:52"
"7383700","2017-01-06 11:15:06","1","2017-02-02 12:38:42","0","","1","2017-02-02 12:38:42"
"7383800","2017-01-06 11:41:20","0","","0","","0",""
"7383900","2017-01-06 12:08:46","0","","0","","0",""
"7384000","2017-01-06 12:36:01","1","2019-06-28 06:45:02","0","","1","2019-06-28 06:45:02"
"7384100","2017-01-06 13:06:46","0","","0","","0",""
"7384200","2017-01-06 13:28:52","0","","0","","0",""
"7384300","2017-01-06 13:57:38","0","","0","","0",""
"7384400","2017-01-06 14:22:03","0","","0","","0",""
"7384600","2017-01-06 15:20:04","0","","0","","0",""
"7384700","2017-01-06 15:48:04","0","","0","","0",""
"7384800","2017-01-06 16:09:13","6","2017-01-06 16:22:42","0","","6","2017-01-06 16:22:42"
"7384900","2017-01-06 16:37:12","0","","0","","0",""
"7385000","2017-01-06 17:03:41","0","","0","","0",""
"7385100","2017-01-06 17:32:41","0","","0","","0",""
"7385200","2017-01-06 18:01:36","0","","0","","0",""
"7385300","2017-01-06 18:25:11","0","","0","","0",""
"7385400","2017-01-06 18:53:57","0","","0","","0",""
"7385500","2017-01-06 19:27:49","0","","0","","0",""
"7385600","2017-01-06 19:59:14","0","","0","","0",""
"7385700","2017-01-06 20:31:11","0","","0","","0",""
"7385800","2017-01-06 21:11:46","0","","0","","0",""
"7385900","2017-01-06 21:45:19","0","","0","","0",""
"7386000","2017-01-06 22:19:51","0","","0","","0",""
"7386100","2017-01-06 23:11:24","0","","0","","0",""
"7386200","2017-01-07 00:05:55","0","","1","2017-01-07 00:05:55","1","2017-01-07 00:05:55"
"7386300","2017-01-07 01:00:55","1","2017-02-24 03:01:58","0","","1","2017-02-24 03:01:58"
"7386400","2017-01-07 02:05:26","0","","1","2017-01-07 02:05:26","1","2017-01-07 02:05:26"
"7386500","2017-01-07 03:08:52","0","","0","","0",""
"7386600","2017-01-07 04:14:05","0","","0","","0",""
"7386700","2017-01-07 05:09:37","0","","0","","0",""
"7386800","2017-01-07 06:11:48","0","","0","","0",""
"7386900","2017-01-07 06:57:03","0","","0","","0",""
"7387000","2017-01-07 07:45:57","0","","0","","0",""
"7387100","2017-01-07 08:30:24","1","2019-04-08 07:18:42","0","","1","2019-04-08 07:18:42"
"7387200","2017-01-07 09:18:50","0","","0","","0",""
"7387300","2017-01-07 10:01:14","0","","0","","0",""
"7387400","2017-01-07 10:40:46","6","2017-01-07 10:45:22","0","","6","2017-01-07 10:45:22"
"7387500","2017-01-07 11:29:30","0","","0","","0",""
"7387600","2017-01-07 12:23:43","0","","0","","0",""
"7387800","2017-01-07 13:48:26","0","","0","","0",""
"7387900","2017-01-07 14:21:22","0","","0","","0",""
"7388000","2017-01-07 14:56:59","0","","1","2017-01-16 21:55:02","1","2017-01-16 21:55:02"
"7388100","2017-01-07 15:33:51","0","","0","","0",""
"7388200","2017-01-07 16:06:43","0","","0","","0",""
"7388300","2017-01-07 16:40:47","0","","0","","0",""
"7388400","2017-01-07 17:14:56","0","","0","","0",""
"7388500","2017-01-07 17:49:03","0","","0","","0",""
"7388600","2017-01-07 18:22:29","34","2017-01-28 21:54:53","13","2017-02-10 18:17:54","47","2017-01-28 21:54:53"
"7388700","2017-01-07 19:06:30","0","","0","","0",""
"7388800","2017-01-07 19:49:45","0","","0","","0",""
"7388900","2017-01-07 20:45:34","0","","0","","0",""
"7389000","2017-01-07 21:34:33","0","","0","","0",""
"7389100","2017-01-07 22:25:56","0","","1","2019-01-19 00:27:23","1","2019-01-19 00:27:23"
"7389200","2017-01-07 23:30:13","0","","0","","0",""
"7389300","2017-01-08 00:33:45","0","","0","","0",""
"7389400","2017-01-08 01:37:44","3","2017-01-08 01:42:54","0","","3","2017-01-08 01:42:54"
"7389500","2017-01-08 02:57:18","0","","0","","0",""
"7389600","2017-01-08 03:58:47","0","","0","","0",""
"7389700","2017-01-08 05:02:29","0","","0","","0",""
"7389800","2017-01-08 05:56:19","0","","0","","0",""
"7389900","2017-01-08 06:49:58","0","","0","","0",""
"7390000","2017-01-08 07:47:41","0","","0","","0",""
"7390100","2017-01-08 08:39:47","4","2017-01-11 03:11:33","0","","4","2017-01-11 03:11:33"
"7390200","2017-01-08 09:28:27","0","","0","","0",""
"7390300","2017-01-08 10:14:37","0","","0","","0",""
"7390400","2017-01-08 11:02:54","0","","0","","0",""
"7390500","2017-01-08 11:54:30","2","2017-12-11 22:09:49","0","","2","2017-12-11 22:09:49"
"7390600","2017-01-08 12:41:32","0","","0","","0",""
"7390700","2017-01-08 13:28:05","0","","1","2017-01-08 13:28:51","1","2017-01-08 13:28:51"
"7390800","2017-01-08 14:09:38","1","2017-01-08 14:32:12","0","","1","2017-01-08 14:32:12"
"7390900","2017-01-08 14:46:09","0","","0","","0",""
"7391000","2017-01-08 15:21:50","1","2018-08-08 09:41:12","0","","1","2018-08-08 09:41:12"
"7391100","2017-01-08 16:01:25","0","","0","","0",""
"7391200","2017-01-08 16:33:41","0","","0","","0",""
"7391300","2017-01-08 17:12:44","2","2017-01-08 17:28:12","0","","2","2017-01-08 17:28:12"
"7391400","2017-01-08 17:50:53","0","","0","","0",""
"7391500","2017-01-08 18:24:24","0","","0","","0",""
"7391600","2017-01-08 19:03:52","0","","0","","0",""
"7391700","2017-01-08 19:39:32","0","","0","","0",""
"7391800","2017-01-08 20:21:42","0","","0","","0",""
"7391900","2017-01-08 20:59:53","0","","0","","0",""
"7392000","2017-01-08 21:40:08","0","","0","","0",""
"7392100","2017-01-08 22:29:56","0","","0","","0",""
"7392200","2017-01-08 23:32:39","1","2017-03-06 08:39:53","0","","1","2017-03-06 08:39:53"
"7392400","2017-01-09 01:28:53","0","","1","2018-01-28 23:03:38","1","2018-01-28 23:03:38"
"7392500","2017-01-09 02:18:50","1","2017-01-23 04:48:51","0","","1","2017-01-23 04:48:51"
"7392600","2017-01-09 03:09:35","1","2017-01-09 03:39:02","0","","1","2017-01-09 03:39:02"
"7392700","2017-01-09 03:55:07","1","2017-01-09 09:18:07","0","","1","2017-01-09 09:18:07"
"7392800","2017-01-09 04:35:09","0","","1","2017-01-09 04:39:02","1","2017-01-09 04:39:02"
"7392900","2017-01-09 05:15:11","2","2017-03-17 06:01:13","0","","2","2017-03-17 06:01:13"
"7393000","2017-01-09 05:56:20","0","","0","","0",""
"7393200","2017-01-09 06:53:51","0","","0","","0",""
"7393300","2017-01-09 07:22:22","1","2017-01-09 07:36:53","0","","1","2017-01-09 07:36:53"
"7393400","2017-01-09 07:54:00","0","","0","","0",""
"7393500","2017-01-09 08:27:10","1","2017-01-09 08:34:32","0","","1","2017-01-09 08:34:32"
"7393600","2017-01-09 09:00:16","0","","0","","0",""
"7393700","2017-01-09 09:22:23","0","","0","","0",""
"7393800","2017-01-09 09:43:11","0","","0","","0",""
"7393900","2017-01-09 10:03:00","0","","0","","0",""
"7394000","2017-01-09 10:28:46","0","","0","","0",""
"7394100","2017-01-09 10:51:52","1","2018-01-20 20:48:32","0","","1","2018-01-20 20:48:32"
"7394200","2017-01-09 11:18:41","0","","0","","0",""
"7394300","2017-01-09 11:44:09","0","","0","","0",""
"7394400","2017-01-09 12:12:08","0","","0","","0",""
"7394500","2017-01-09 12:39:00","2","2017-01-09 13:29:50","0","","2","2017-01-09 13:29:50"
"7394600","2017-01-09 13:01:44","1","2017-01-09 13:11:35","1","2017-01-10 06:21:22","2","2017-01-09 13:11:35"
"7394700","2017-01-09 13:27:06","0","","0","","0",""
"7394800","2017-01-09 13:51:56","0","","0","","0",""
"7394900","2017-01-09 14:16:51","0","","0","","0",""
"7395000","2017-01-09 14:41:12","0","","0","","0",""
"7395100","2017-01-09 15:01:20","0","","0","","0",""
"7395200","2017-01-09 15:23:04","0","","0","","0",""
"7395300","2017-01-09 15:43:13","0","","0","","0",""
"7395400","2017-01-09 16:04:12","1","2017-01-09 16:32:53","0","","1","2017-01-09 16:32:53"
"7395500","2017-01-09 16:27:56","2","2017-01-09 16:38:50","0","","2","2017-01-09 16:38:50"
"7395600","2017-01-09 16:53:26","1","2017-01-09 17:04:33","1","2017-01-09 19:58:52","2","2017-01-09 17:04:33"
"7395700","2017-01-09 17:21:03","0","","0","","0",""
"7395800","2017-01-09 17:49:50","0","","1","2018-07-09 15:33:51","1","2018-07-09 15:33:51"
"7395900","2017-01-09 18:19:14","0","","1","2017-01-09 18:39:58","1","2017-01-09 18:39:58"
"7396000","2017-01-09 18:46:53","9","2017-07-13 08:55:51","2","2017-07-21 07:55:42","11","2017-07-13 08:55:51"
"7396100","2017-01-09 19:23:14","1","2017-01-09 20:10:47","1","2017-01-15 13:57:38","2","2017-01-09 20:10:47"
"7396200","2017-01-09 19:55:44","0","","9","2017-07-12 16:01:34","9","2017-07-12 16:01:34"
"7396300","2017-01-09 20:24:26","0","","0","","0",""
"7396400","2017-01-09 20:55:11","4","2017-01-09 21:19:35","0","","4","2017-01-09 21:19:35"
"7396500","2017-01-09 21:28:11","0","","0","","0",""
"7396600","2017-01-09 22:04:31","0","","1","2017-01-10 21:50:52","1","2017-01-10 21:50:52"
"7396700","2017-01-09 22:36:51","0","","1","2017-01-09 22:42:48","1","2017-01-09 22:42:48"
"7396800","2017-01-09 23:12:17","2","2017-01-13 03:34:47","0","","2","2017-01-13 03:34:47"
"7396900","2017-01-09 23:53:53","0","","0","","0",""
"7397000","2017-01-10 00:46:49","0","","0","","0",""
"7397100","2017-01-10 01:40:31","2","2017-01-24 00:54:25","1","2017-01-24 17:57:33","3","2017-01-24 00:54:25"
"7397200","2017-01-10 02:25:43","0","","0","","0",""
"7397300","2017-01-10 03:05:16","0","","0","","0",""
"7397400","2017-01-10 03:48:46","0","","0","","0",""
"7397500","2017-01-10 04:37:40","0","","0","","0",""
"7397600","2017-01-10 05:12:25","0","","0","","0",""
"7397700","2017-01-10 05:43:11","0","","0","","0",""
"7397800","2017-01-10 06:14:25","0","","0","","0",""
"7397900","2017-01-10 06:42:36","1","2019-08-19 09:21:31","0","","1","2019-08-19 09:21:31"
"7398000","2017-01-10 07:12:20","0","","0","","0",""
"7398100","2017-01-10 07:35:26","3","2018-02-27 13:43:39","4","2018-02-26 09:41:47","7","2018-02-26 09:41:47"
"7398200","2017-01-10 08:01:34","3","2017-01-10 08:08:27","1","2019-03-18 07:12:21","4","2017-01-10 08:08:27"
"7398300","2017-01-10 08:28:52","0","","0","","0",""
"7398400","2017-01-10 08:50:02","0","","0","","0",""
"7398500","2017-01-10 09:11:07","0","","0","","0",""
"7398600","2017-01-10 09:30:23","2","2017-01-10 09:54:25","0","","2","2017-01-10 09:54:25"
"7398700","2017-01-10 09:50:34","1","2018-08-07 08:15:31","0","","1","2018-08-07 08:15:31"
"7398800","2017-01-10 10:12:46","0","","0","","0",""
"7398900","2017-01-10 10:35:45","0","","0","","0",""
"7399000","2017-01-10 11:01:37","0","","0","","0",""
"7399100","2017-01-10 11:23:36","16","2017-01-10 11:39:40","1","2018-06-13 08:56:04","17","2017-01-10 11:39:40"
"7399200","2017-01-10 11:49:15","0","","1","2017-01-11 04:52:06","1","2017-01-11 04:52:06"
"7399300","2017-01-10 12:13:54","0","","0","","0",""
"7399400","2017-01-10 12:37:03","0","","0","","0",""
"7399500","2017-01-10 12:58:53","1","2017-01-10 13:08:26","0","","1","2017-01-10 13:08:26"
"7399600","2017-01-10 13:20:39","0","","0","","0",""
"7399700","2017-01-10 13:45:40","0","","0","","0",""
"7399900","2017-01-10 14:32:09","0","","0","","0",""
"7400000","2017-01-10 14:50:05","4","2017-01-10 16:49:34","2","2017-03-06 09:16:17","6","2017-01-10 16:49:34"
"7400100","2017-01-10 15:09:57","0","","0","","0",""
"7400200","2017-01-10 15:33:06","0","","0","","0",""
"7400300","2017-01-10 15:52:22","0","","0","","0",""
"7400400","2017-01-10 16:14:39","0","","0","","0",""
"7400500","2017-01-10 16:39:18","0","","0","","0",""
